fecha	archivo	algoritmo	cp	minsplit	minbucket	maxdepth	ganancias	
20160919 235832	abril	rpart	0	20	2	3	0	
20160920 000016	abril	rpart	0	20	2	3	0	
20160920 000022	abril	rpart	0	20	2	4	1055833	
20160920 000028	abril	rpart	0	20	2	5	1151667	
20160920 000036	abril	rpart	0	20	2	6	998333.3	
20160920 000043	abril	rpart	0	20	2	7	1215833	
20160920 000052	abril	rpart	0	20	2	8	1217500	
20160920 000102	abril	rpart	0	20	2	9	1217500	
20160920 000112	abril	rpart	0	20	2	10	1145833	
20160920 000122	abril	rpart	0	20	2	11	1145833	
20160920 000135	abril	rpart	0	20	2	12	1145833	
20160920 000148	abril	rpart	0	20	2	13	1095833	
20160920 000203	abril	rpart	0	20	2	14	1095833	
20160920 000219	abril	rpart	0	20	2	15	1095833	
20160920 000235	abril	rpart	0	20	2	16	1095833	
20160920 000251	abril	rpart	0	20	2	17	1095833	
20160920 000307	abril	rpart	0	20	2	18	1095833	
20160920 000327	abril	rpart	0	20	2	19	1095833	
20160920 000348	abril	rpart	0	20	2	20	1095833	
20160920 000353	abril	rpart	0	20	3	3	0	
20160920 000359	abril	rpart	0	20	3	4	1055833	
20160920 000405	abril	rpart	0	20	3	5	1151667	
20160920 000412	abril	rpart	0	20	3	6	1063333	
20160920 000420	abril	rpart	0	20	3	7	1260833	
20160920 000428	abril	rpart	0	20	3	8	1254167	
20160920 000438	abril	rpart	0	20	3	9	1252500	
20160920 000448	abril	rpart	0	20	3	10	1240000	
20160920 000459	abril	rpart	0	20	3	11	1382500	
20160920 000511	abril	rpart	0	20	3	12	1334167	
20160920 000526	abril	rpart	0	20	3	13	1335833	
20160920 000542	abril	rpart	0	20	3	14	1335833	
20160920 000558	abril	rpart	0	20	3	15	1335833	
20160920 000615	abril	rpart	0	20	3	16	1335833	
20160920 000631	abril	rpart	0	20	3	17	1335833	
20160920 000649	abril	rpart	0	20	3	18	1335833	
20160920 000708	abril	rpart	0	20	3	19	1335833	
20160920 000728	abril	rpart	0	20	3	20	1335833	
20160920 000733	abril	rpart	0	20	4	3	0	
20160920 000739	abril	rpart	0	20	4	4	1055833	
20160920 000746	abril	rpart	0	20	4	5	1207500	
20160920 000753	abril	rpart	0	20	4	6	1119167	
20160920 000801	abril	rpart	0	20	4	7	1316667	
20160920 000811	abril	rpart	0	20	4	8	1310000	
20160920 000821	abril	rpart	0	20	4	9	1428333	
20160920 000834	abril	rpart	0	20	4	10	1437500	
20160920 000847	abril	rpart	0	20	4	11	1489167	
20160920 000901	abril	rpart	0	20	4	12	1440833	
20160920 000916	abril	rpart	0	20	4	13	1442500	
20160920 000933	abril	rpart	0	20	4	14	1442500	
20160920 000950	abril	rpart	0	20	4	15	1448333	
20160920 001006	abril	rpart	0	20	4	16	1448333	
20160920 001024	abril	rpart	0	20	4	17	1448333	
20160920 001043	abril	rpart	0	20	4	18	1448333	
20160920 001103	abril	rpart	0	20	4	19	1448333	
20160920 001125	abril	rpart	0	20	4	20	1448333	
20160920 001130	abril	rpart	0	20	5	3	0	
20160920 001136	abril	rpart	0	20	5	4	1055833	
20160920 001144	abril	rpart	0	20	5	5	1151667	
20160920 001152	abril	rpart	0	20	5	6	1120000	
20160920 001203	abril	rpart	0	20	5	7	1317500	
20160920 001213	abril	rpart	0	20	5	8	1428333	
20160920 001226	abril	rpart	0	20	5	9	1442500	
20160920 001240	abril	rpart	0	20	5	10	1445833	
20160920 001253	abril	rpart	0	20	5	11	1499167	
20160920 001305	abril	rpart	0	20	5	12	1415000	
20160920 001317	abril	rpart	0	20	5	13	1411667	
20160920 001333	abril	rpart	0	20	5	14	1411667	
20160920 001349	abril	rpart	0	20	5	15	1411667	
20160920 001405	abril	rpart	0	20	5	16	1411667	
20160920 001421	abril	rpart	0	20	5	17	1411667	
20160920 001438	abril	rpart	0	20	5	18	1393333	
20160920 001455	abril	rpart	0	20	5	19	1384167	
20160920 001513	abril	rpart	0	20	5	20	1328333	
20160920 001519	abril	rpart	0	50	2	3	0	
20160920 001528	abril	rpart	0	50	2	4	1055833	
20160920 001536	abril	rpart	0	50	2	5	1055833	
20160920 001545	abril	rpart	0	50	2	6	945000	
20160920 001555	abril	rpart	0	50	2	7	1140000	
20160920 001607	abril	rpart	0	50	2	8	1140000	
20160920 001619	abril	rpart	0	50	2	9	1140000	
20160920 001630	abril	rpart	0	50	2	10	1140000	
20160920 001642	abril	rpart	0	50	2	11	1140000	
20160920 001656	abril	rpart	0	50	2	12	1140000	
20160920 001710	abril	rpart	0	50	2	13	1140000	
20160920 001723	abril	rpart	0	50	2	14	1140000	
20160920 001738	abril	rpart	0	50	2	15	1140000	
20160920 001753	abril	rpart	0	50	2	16	1140000	
20160920 001809	abril	rpart	0	50	2	17	1140000	
20160920 001828	abril	rpart	0	50	2	18	1140000	
20160920 001852	abril	rpart	0	50	2	19	1140000	
20160920 001916	abril	rpart	0	50	2	20	1140000	
20160920 001922	abril	rpart	0	50	3	3	0	
20160920 001928	abril	rpart	0	50	3	4	1055833	
20160920 001935	abril	rpart	0	50	3	5	1055833	
20160920 001945	abril	rpart	0	50	3	6	925833.3	
20160920 001954	abril	rpart	0	50	3	7	1120833	
20160920 002003	abril	rpart	0	50	3	8	1120833	
20160920 002014	abril	rpart	0	50	3	9	1120833	
20160920 002027	abril	rpart	0	50	3	10	1120833	
20160920 002040	abril	rpart	0	50	3	11	1120833	
20160920 002055	abril	rpart	0	50	3	12	1120833	
20160920 002112	abril	rpart	0	50	3	13	1120833	
20160920 002127	abril	rpart	0	50	3	14	1120833	
20160920 002143	abril	rpart	0	50	3	15	1120833	
20160920 002200	abril	rpart	0	50	3	16	1120833	
20160920 002217	abril	rpart	0	50	3	17	1120833	
20160920 002237	abril	rpart	0	50	3	18	1120833	
20160920 002259	abril	rpart	0	50	3	19	1120833	
20160920 002318	abril	rpart	0	50	3	20	1120833	
20160920 002323	abril	rpart	0	50	4	3	0	
20160920 002330	abril	rpart	0	50	4	4	1055833	
20160920 002337	abril	rpart	0	50	4	5	1055833	
20160920 002345	abril	rpart	0	50	4	6	902500	
20160920 002356	abril	rpart	0	50	4	7	1097500	
20160920 002408	abril	rpart	0	50	4	8	1097500	
20160920 002418	abril	rpart	0	50	4	9	1097500	
20160920 002432	abril	rpart	0	50	4	10	1097500	
20160920 002446	abril	rpart	0	50	4	11	1097500	
20160920 002506	abril	rpart	0	50	4	12	1097500	
20160920 002529	abril	rpart	0	50	4	13	1097500	
20160920 002551	abril	rpart	0	50	4	14	1097500	
20160920 002615	abril	rpart	0	50	4	15	1097500	
20160920 002640	abril	rpart	0	50	4	16	1097500	
20160920 002706	abril	rpart	0	50	4	17	1097500	
20160920 002735	abril	rpart	0	50	4	18	1097500	
20160920 002804	abril	rpart	0	50	4	19	1097500	
20160920 002834	abril	rpart	0	50	4	20	1097500	
20160920 002842	abril	rpart	0	50	5	3	0	
20160920 002851	abril	rpart	0	50	5	4	1055833	
20160920 002901	abril	rpart	0	50	5	5	1055833	
20160920 002913	abril	rpart	0	50	5	6	902500	
20160920 002925	abril	rpart	0	50	5	7	1097500	
20160920 002936	abril	rpart	0	50	5	8	1097500	
20160920 002951	abril	rpart	0	50	5	9	1097500	
20160920 003006	abril	rpart	0	50	5	10	1097500	
20160920 003023	abril	rpart	0	50	5	11	1097500	
20160920 003045	abril	rpart	0	50	5	12	1097500	
20160920 003104	abril	rpart	0	50	5	13	1097500	
20160920 003126	abril	rpart	0	50	5	14	1097500	
20160920 003148	abril	rpart	0	50	5	15	1097500	
20160920 003212	abril	rpart	0	50	5	16	1097500	
20160920 003237	abril	rpart	0	50	5	17	1097500	
20160920 003303	abril	rpart	0	50	5	18	1097500	
20160920 003329	abril	rpart	0	50	5	19	1097500	
20160920 003357	abril	rpart	0	50	5	20	1097500	
20160920 003405	abril	rpart	0	100	2	3	0	
20160920 003415	abril	rpart	0	100	2	4	1055833	
20160920 003423	abril	rpart	0	100	2	5	1055833	
20160920 003434	abril	rpart	0	100	2	6	1055833	
20160920 003446	abril	rpart	0	100	2	7	1055833	
20160920 003459	abril	rpart	0	100	2	8	1055833	
20160920 003512	abril	rpart	0	100	2	9	1055833	
20160920 003527	abril	rpart	0	100	2	10	1055833	
20160920 003542	abril	rpart	0	100	2	11	1055833	
20160920 003601	abril	rpart	0	100	2	12	1055833	
20160920 003617	abril	rpart	0	100	2	13	1055833	
20160920 003637	abril	rpart	0	100	2	14	1055833	
20160920 003700	abril	rpart	0	100	2	15	1055833	
20160920 003720	abril	rpart	0	100	2	16	1055833	
20160920 003735	abril	rpart	0	100	2	17	1055833	
20160920 003753	abril	rpart	0	100	2	18	1055833	
20160920 003810	abril	rpart	0	100	2	19	1055833	
20160920 003829	abril	rpart	0	100	2	20	1055833	
20160920 003834	abril	rpart	0	100	3	3	0	
20160920 003839	abril	rpart	0	100	3	4	1055833	
20160920 003846	abril	rpart	0	100	3	5	1055833	
20160920 003853	abril	rpart	0	100	3	6	1055833	
20160920 003901	abril	rpart	0	100	3	7	1250833	
20160920 003909	abril	rpart	0	100	3	8	1250833	
20160920 003918	abril	rpart	0	100	3	9	1250833	
20160920 003929	abril	rpart	0	100	3	10	1250833	
20160920 003939	abril	rpart	0	100	3	11	1250833	
20160920 003951	abril	rpart	0	100	3	12	1250833	
20160920 004003	abril	rpart	0	100	3	13	1250833	
20160920 004016	abril	rpart	0	100	3	14	1250833	
20160920 004029	abril	rpart	0	100	3	15	1250833	
20160920 004047	abril	rpart	0	100	3	16	1250833	
20160920 004102	abril	rpart	0	100	3	17	1250833	
20160920 004118	abril	rpart	0	100	3	18	1250833	
20160920 004135	abril	rpart	0	100	3	19	1250833	
20160920 004155	abril	rpart	0	100	3	20	1250833	
20160920 004159	abril	rpart	0	100	4	3	0	
20160920 004205	abril	rpart	0	100	4	4	1055833	
20160920 004211	abril	rpart	0	100	4	5	1055833	
20160920 004218	abril	rpart	0	100	4	6	1055833	
20160920 004227	abril	rpart	0	100	4	7	1250833	
20160920 004237	abril	rpart	0	100	4	8	1250833	
20160920 004254	abril	rpart	0	100	4	9	1250833	
20160920 004305	abril	rpart	0	100	4	10	1250833	
20160920 004316	abril	rpart	0	100	4	11	1250833	
20160920 004327	abril	rpart	0	100	4	12	1250833	
20160920 004339	abril	rpart	0	100	4	13	1250833	
20160920 004352	abril	rpart	0	100	4	14	1250833	
20160920 004406	abril	rpart	0	100	4	15	1250833	
20160920 004420	abril	rpart	0	100	4	16	1250833	
20160920 004435	abril	rpart	0	100	4	17	1250833	
20160920 004451	abril	rpart	0	100	4	18	1250833	
20160920 004507	abril	rpart	0	100	4	19	1250833	
20160920 004523	abril	rpart	0	100	4	20	1250833	
20160920 004527	abril	rpart	0	100	5	3	0	
20160920 004533	abril	rpart	0	100	5	4	1055833	
20160920 004540	abril	rpart	0	100	5	5	1055833	
20160920 004549	abril	rpart	0	100	5	6	1055833	
20160920 004557	abril	rpart	0	100	5	7	1250833	
20160920 004605	abril	rpart	0	100	5	8	1250833	
20160920 004614	abril	rpart	0	100	5	9	1250833	
20160920 004625	abril	rpart	0	100	5	10	1250833	
20160920 004635	abril	rpart	0	100	5	11	1250833	
20160920 004647	abril	rpart	0	100	5	12	1250833	
20160920 004659	abril	rpart	0	100	5	13	1250833	
20160920 004712	abril	rpart	0	100	5	14	1250833	
20160920 004727	abril	rpart	0	100	5	15	1250833	
20160920 004742	abril	rpart	0	100	5	16	1250833	
20160920 004756	abril	rpart	0	100	5	17	1250833	
20160920 004812	abril	rpart	0	100	5	18	1250833	
20160920 004828	abril	rpart	0	100	5	19	1250833	
20160920 004844	abril	rpart	0	100	5	20	1250833	
20160920 004849	abril	rpart	0	200	2	3	0	
20160920 004854	abril	rpart	0	200	2	4	595000	
20160920 004901	abril	rpart	0	200	2	5	595000	
20160920 004908	abril	rpart	0	200	2	6	595000	
20160920 004915	abril	rpart	0	200	2	7	595000	
20160920 004924	abril	rpart	0	200	2	8	595000	
20160920 004933	abril	rpart	0	200	2	9	595000	
20160920 004943	abril	rpart	0	200	2	10	595000	
20160920 004953	abril	rpart	0	200	2	11	595000	
20160920 005005	abril	rpart	0	200	2	12	595000	
20160920 005018	abril	rpart	0	200	2	13	595000	
20160920 005031	abril	rpart	0	200	2	14	595000	
20160920 005047	abril	rpart	0	200	2	15	595000	
20160920 005103	abril	rpart	0	200	2	16	595000	
20160920 005117	abril	rpart	0	200	2	17	595000	
20160920 005132	abril	rpart	0	200	2	18	595000	
20160920 005147	abril	rpart	0	200	2	19	595000	
20160920 005202	abril	rpart	0	200	2	20	595000	
20160920 005207	abril	rpart	0	200	3	3	0	
20160920 005212	abril	rpart	0	200	3	4	595000	
20160920 005220	abril	rpart	0	200	3	5	595000	
20160920 005228	abril	rpart	0	200	3	6	595000	
20160920 005236	abril	rpart	0	200	3	7	595000	
20160920 005244	abril	rpart	0	200	3	8	595000	
20160920 005253	abril	rpart	0	200	3	9	595000	
20160920 005303	abril	rpart	0	200	3	10	595000	
20160920 005316	abril	rpart	0	200	3	11	595000	
20160920 005328	abril	rpart	0	200	3	12	595000	
20160920 005340	abril	rpart	0	200	3	13	595000	
20160920 005355	abril	rpart	0	200	3	14	595000	
20160920 005411	abril	rpart	0	200	3	15	595000	
20160920 005425	abril	rpart	0	200	3	16	595000	
20160920 005440	abril	rpart	0	200	3	17	595000	
20160920 005455	abril	rpart	0	200	3	18	595000	
20160920 005513	abril	rpart	0	200	3	19	595000	
20160920 005529	abril	rpart	0	200	3	20	595000	
20160920 005534	abril	rpart	0	200	4	3	0	
20160920 005540	abril	rpart	0	200	4	4	595000	
20160920 005546	abril	rpart	0	200	4	5	595000	
20160920 005555	abril	rpart	0	200	4	6	595000	
20160920 005604	abril	rpart	0	200	4	7	595000	
20160920 005613	abril	rpart	0	200	4	8	595000	
20160920 005623	abril	rpart	0	200	4	9	595000	
20160920 005633	abril	rpart	0	200	4	10	595000	
20160920 005646	abril	rpart	0	200	4	11	595000	
20160920 005657	abril	rpart	0	200	4	12	595000	
20160920 005710	abril	rpart	0	200	4	13	595000	
20160920 005724	abril	rpart	0	200	4	14	595000	
20160920 005738	abril	rpart	0	200	4	15	595000	
20160920 005754	abril	rpart	0	200	4	16	595000	
20160920 005810	abril	rpart	0	200	4	17	595000	
20160920 005826	abril	rpart	0	200	4	18	595000	
20160920 005842	abril	rpart	0	200	4	19	595000	
20160920 005858	abril	rpart	0	200	4	20	595000	
20160920 005903	abril	rpart	0	200	5	3	0	
20160920 005908	abril	rpart	0	200	5	4	595000	
20160920 005914	abril	rpart	0	200	5	5	595000	
20160920 005922	abril	rpart	0	200	5	6	595000	
20160920 005931	abril	rpart	0	200	5	7	595000	
20160920 005940	abril	rpart	0	200	5	8	595000	
20160920 005949	abril	rpart	0	200	5	9	595000	
20160920 005959	abril	rpart	0	200	5	10	595000	
20160920 010010	abril	rpart	0	200	5	11	595000	
20160920 010021	abril	rpart	0	200	5	12	595000	
20160920 010034	abril	rpart	0	200	5	13	595000	
20160920 010050	abril	rpart	0	200	5	14	595000	
20160920 010104	abril	rpart	0	200	5	15	595000	
20160920 010121	abril	rpart	0	200	5	16	595000	
20160920 010136	abril	rpart	0	200	5	17	595000	
20160920 010154	abril	rpart	0	200	5	18	595000	
20160920 010211	abril	rpart	0	200	5	19	595000	
20160920 010228	abril	rpart	0	200	5	20	595000	
20160920 010232	abril	rpart	0	300	2	3	0	
20160920 010237	abril	rpart	0	300	2	4	595000	
20160920 010244	abril	rpart	0	300	2	5	595000	
20160920 010250	abril	rpart	0	300	2	6	595000	
20160920 010258	abril	rpart	0	300	2	7	595000	
20160920 010307	abril	rpart	0	300	2	8	595000	
20160920 010316	abril	rpart	0	300	2	9	595000	
20160920 010328	abril	rpart	0	300	2	10	595000	
20160920 010339	abril	rpart	0	300	2	11	595000	
20160920 010351	abril	rpart	0	300	2	12	595000	
20160920 010405	abril	rpart	0	300	2	13	595000	
20160920 010419	abril	rpart	0	300	2	14	595000	
20160920 010432	abril	rpart	0	300	2	15	595000	
20160920 010446	abril	rpart	0	300	2	16	595000	
20160920 010500	abril	rpart	0	300	2	17	595000	
20160920 010515	abril	rpart	0	300	2	18	595000	
20160920 010530	abril	rpart	0	300	2	19	595000	
20160920 010547	abril	rpart	0	300	2	20	595000	
20160920 010553	abril	rpart	0	300	3	3	0	
20160920 010602	abril	rpart	0	300	3	4	595000	
20160920 010608	abril	rpart	0	300	3	5	595000	
20160920 010616	abril	rpart	0	300	3	6	595000	
20160920 010624	abril	rpart	0	300	3	7	595000	
20160920 010633	abril	rpart	0	300	3	8	595000	
20160920 010642	abril	rpart	0	300	3	9	595000	
20160920 010652	abril	rpart	0	300	3	10	595000	
20160920 010705	abril	rpart	0	300	3	11	595000	
20160920 010717	abril	rpart	0	300	3	12	595000	
20160920 010729	abril	rpart	0	300	3	13	595000	
20160920 010742	abril	rpart	0	300	3	14	595000	
20160920 010755	abril	rpart	0	300	3	15	595000	
20160920 010812	abril	rpart	0	300	3	16	595000	
20160920 010829	abril	rpart	0	300	3	17	595000	
20160920 010843	abril	rpart	0	300	3	18	595000	
20160920 010858	abril	rpart	0	300	3	19	595000	
20160920 010913	abril	rpart	0	300	3	20	595000	
20160920 010918	abril	rpart	0	300	4	3	0	
20160920 010923	abril	rpart	0	300	4	4	595000	
20160920 010929	abril	rpart	0	300	4	5	595000	
20160920 010936	abril	rpart	0	300	4	6	595000	
20160920 010943	abril	rpart	0	300	4	7	595000	
20160920 010952	abril	rpart	0	300	4	8	595000	
20160920 011001	abril	rpart	0	300	4	9	595000	
20160920 011014	abril	rpart	0	300	4	10	595000	
20160920 011024	abril	rpart	0	300	4	11	595000	
20160920 011036	abril	rpart	0	300	4	12	595000	
20160920 011051	abril	rpart	0	300	4	13	595000	
20160920 011108	abril	rpart	0	300	4	14	595000	
20160920 011122	abril	rpart	0	300	4	15	595000	
20160920 011139	abril	rpart	0	300	4	16	595000	
20160920 011153	abril	rpart	0	300	4	17	595000	
20160920 011211	abril	rpart	0	300	4	18	595000	
20160920 011226	abril	rpart	0	300	4	19	595000	
20160920 011242	abril	rpart	0	300	4	20	595000	
20160920 011246	abril	rpart	0	300	5	3	0	
20160920 011252	abril	rpart	0	300	5	4	595000	
20160920 011300	abril	rpart	0	300	5	5	595000	
20160920 011307	abril	rpart	0	300	5	6	595000	
20160920 011315	abril	rpart	0	300	5	7	595000	
20160920 011324	abril	rpart	0	300	5	8	595000	
20160920 011334	abril	rpart	0	300	5	9	595000	
20160920 011345	abril	rpart	0	300	5	10	595000	
20160920 011355	abril	rpart	0	300	5	11	595000	
20160920 011409	abril	rpart	0	300	5	12	595000	
20160920 011421	abril	rpart	0	300	5	13	595000	
20160920 011433	abril	rpart	0	300	5	14	595000	
20160920 011451	abril	rpart	0	300	5	15	595000	
20160920 011504	abril	rpart	0	300	5	16	595000	
20160920 011518	abril	rpart	0	300	5	17	595000	
20160920 011533	abril	rpart	0	300	5	18	595000	
20160920 011550	abril	rpart	0	300	5	19	595000	
20160920 011609	abril	rpart	0	300	5	20	595000	
20160920 011613	abril	rpart	0	400	2	3	0	
20160920 011619	abril	rpart	0	400	2	4	595000	
20160920 011627	abril	rpart	0	400	2	5	595000	
20160920 011634	abril	rpart	0	400	2	6	595000	
20160920 011642	abril	rpart	0	400	2	7	595000	
20160920 011651	abril	rpart	0	400	2	8	595000	
20160920 011700	abril	rpart	0	400	2	9	595000	
20160920 011711	abril	rpart	0	400	2	10	595000	
20160920 011723	abril	rpart	0	400	2	11	595000	
20160920 011736	abril	rpart	0	400	2	12	595000	
20160920 011748	abril	rpart	0	400	2	13	595000	
20160920 011801	abril	rpart	0	400	2	14	595000	
20160920 011814	abril	rpart	0	400	2	15	595000	
20160920 011828	abril	rpart	0	400	2	16	595000	
20160920 011845	abril	rpart	0	400	2	17	595000	
20160920 011859	abril	rpart	0	400	2	18	595000	
20160920 011915	abril	rpart	0	400	2	19	595000	
20160920 011930	abril	rpart	0	400	2	20	595000	
20160920 011935	abril	rpart	0	400	3	3	0	
20160920 011940	abril	rpart	0	400	3	4	595000	
20160920 011948	abril	rpart	0	400	3	5	595000	
20160920 011956	abril	rpart	0	400	3	6	595000	
20160920 012003	abril	rpart	0	400	3	7	595000	
20160920 012013	abril	rpart	0	400	3	8	595000	
20160920 012023	abril	rpart	0	400	3	9	595000	
20160920 012033	abril	rpart	0	400	3	10	595000	
20160920 012043	abril	rpart	0	400	3	11	595000	
20160920 012057	abril	rpart	0	400	3	12	595000	
20160920 012110	abril	rpart	0	400	3	13	595000	
20160920 012125	abril	rpart	0	400	3	14	595000	
20160920 012139	abril	rpart	0	400	3	15	595000	
20160920 012153	abril	rpart	0	400	3	16	595000	
20160920 012207	abril	rpart	0	400	3	17	595000	
20160920 012223	abril	rpart	0	400	3	18	595000	
20160920 012237	abril	rpart	0	400	3	19	595000	
20160920 012252	abril	rpart	0	400	3	20	595000	
20160920 012256	abril	rpart	0	400	4	3	0	
20160920 012302	abril	rpart	0	400	4	4	595000	
20160920 012309	abril	rpart	0	400	4	5	595000	
20160920 012317	abril	rpart	0	400	4	6	595000	
20160920 012325	abril	rpart	0	400	4	7	595000	
20160920 012334	abril	rpart	0	400	4	8	595000	
20160920 012343	abril	rpart	0	400	4	9	595000	
20160920 012353	abril	rpart	0	400	4	10	595000	
20160920 012404	abril	rpart	0	400	4	11	595000	
20160920 012415	abril	rpart	0	400	4	12	595000	
20160920 012429	abril	rpart	0	400	4	13	595000	
20160920 012442	abril	rpart	0	400	4	14	595000	
20160920 012458	abril	rpart	0	400	4	15	595000	
20160920 012513	abril	rpart	0	400	4	16	595000	
20160920 012527	abril	rpart	0	400	4	17	595000	
20160920 012541	abril	rpart	0	400	4	18	595000	
20160920 012559	abril	rpart	0	400	4	19	595000	
20160920 012615	abril	rpart	0	400	4	20	595000	
20160920 012620	abril	rpart	0	400	5	3	0	
20160920 012625	abril	rpart	0	400	5	4	595000	
20160920 012631	abril	rpart	0	400	5	5	595000	
20160920 012638	abril	rpart	0	400	5	6	595000	
20160920 012648	abril	rpart	0	400	5	7	595000	
20160920 012657	abril	rpart	0	400	5	8	595000	
20160920 012706	abril	rpart	0	400	5	9	595000	
20160920 012716	abril	rpart	0	400	5	10	595000	
20160920 012727	abril	rpart	0	400	5	11	595000	
20160920 012739	abril	rpart	0	400	5	12	595000	
20160920 012751	abril	rpart	0	400	5	13	595000	
20160920 012805	abril	rpart	0	400	5	14	595000	
20160920 012820	abril	rpart	0	400	5	15	595000	
20160920 012834	abril	rpart	0	400	5	16	595000	
20160920 012848	abril	rpart	0	400	5	17	595000	
20160920 012904	abril	rpart	0	400	5	18	595000	
20160920 012920	abril	rpart	0	400	5	19	595000	
20160920 012936	abril	rpart	0	400	5	20	595000	
20160920 012940	abril	rpart	0	500	2	3	0	
20160920 012945	abril	rpart	0	500	2	4	0	
20160920 012952	abril	rpart	0	500	2	5	0	
20160920 012959	abril	rpart	0	500	2	6	0	
20160920 013007	abril	rpart	0	500	2	7	0	
20160920 013017	abril	rpart	0	500	2	8	0	
20160920 013026	abril	rpart	0	500	2	9	0	
20160920 013037	abril	rpart	0	500	2	10	0	
20160920 013049	abril	rpart	0	500	2	11	0	
20160920 013102	abril	rpart	0	500	2	12	0	
20160920 013115	abril	rpart	0	500	2	13	0	
20160920 013130	abril	rpart	0	500	2	14	0	
20160920 013143	abril	rpart	0	500	2	15	0	
20160920 013157	abril	rpart	0	500	2	16	0	
20160920 013213	abril	rpart	0	500	2	17	0	
20160920 013229	abril	rpart	0	500	2	18	0	
20160920 013244	abril	rpart	0	500	2	19	0	
20160920 013302	abril	rpart	0	500	2	20	0	
20160920 013308	abril	rpart	0	500	3	3	0	
20160920 013313	abril	rpart	0	500	3	4	0	
20160920 013321	abril	rpart	0	500	3	5	0	
20160920 013328	abril	rpart	0	500	3	6	0	
20160920 013336	abril	rpart	0	500	3	7	0	
20160920 013344	abril	rpart	0	500	3	8	0	
20160920 013353	abril	rpart	0	500	3	9	0	
20160920 013403	abril	rpart	0	500	3	10	0	
20160920 013414	abril	rpart	0	500	3	11	0	
20160920 013425	abril	rpart	0	500	3	12	0	
20160920 013437	abril	rpart	0	500	3	13	0	
20160920 013452	abril	rpart	0	500	3	14	0	
20160920 013505	abril	rpart	0	500	3	15	0	
20160920 013518	abril	rpart	0	500	3	16	0	
20160920 013532	abril	rpart	0	500	3	17	0	
20160920 013547	abril	rpart	0	500	3	18	0	
20160920 013607	abril	rpart	0	500	3	19	0	
20160920 013623	abril	rpart	0	500	3	20	0	
20160920 013627	abril	rpart	0	500	4	3	0	
20160920 013633	abril	rpart	0	500	4	4	0	
20160920 013638	abril	rpart	0	500	4	5	0	
20160920 013648	abril	rpart	0	500	4	6	0	
20160920 013655	abril	rpart	0	500	4	7	0	
20160920 013705	abril	rpart	0	500	4	8	0	
20160920 013714	abril	rpart	0	500	4	9	0	
20160920 013724	abril	rpart	0	500	4	10	0	
20160920 013735	abril	rpart	0	500	4	11	0	
20160920 013748	abril	rpart	0	500	4	12	0	
20160920 013800	abril	rpart	0	500	4	13	0	
20160920 013814	abril	rpart	0	500	4	14	0	
20160920 013827	abril	rpart	0	500	4	15	0	
20160920 013841	abril	rpart	0	500	4	16	0	
20160920 013857	abril	rpart	0	500	4	17	0	
20160920 013912	abril	rpart	0	500	4	18	0	
20160920 013926	abril	rpart	0	500	4	19	0	
20160920 013941	abril	rpart	0	500	4	20	0	
20160920 013947	abril	rpart	0	500	5	3	0	
20160920 013952	abril	rpart	0	500	5	4	0	
20160920 013958	abril	rpart	0	500	5	5	0	
20160920 014006	abril	rpart	0	500	5	6	0	
20160920 014013	abril	rpart	0	500	5	7	0	
20160920 014022	abril	rpart	0	500	5	8	0	
20160920 014031	abril	rpart	0	500	5	9	0	
20160920 014041	abril	rpart	0	500	5	10	0	
20160920 014052	abril	rpart	0	500	5	11	0	
20160920 014106	abril	rpart	0	500	5	12	0	
20160920 014118	abril	rpart	0	500	5	13	0	
20160920 014132	abril	rpart	0	500	5	14	0	
20160920 014145	abril	rpart	0	500	5	15	0	
20160920 014200	abril	rpart	0	500	5	16	0	
20160920 014216	abril	rpart	0	500	5	17	0	
20160920 014233	abril	rpart	0	500	5	18	0	
20160920 014247	abril	rpart	0	500	5	19	0	
20160920 014304	abril	rpart	0	500	5	20	0	
20160920 014309	abril	rpart	0	600	2	3	0	
20160920 014314	abril	rpart	0	600	2	4	0	
20160920 014320	abril	rpart	0	600	2	5	0	
20160920 014327	abril	rpart	0	600	2	6	0	
20160920 014334	abril	rpart	0	600	2	7	0	
20160920 014343	abril	rpart	0	600	2	8	0	
20160920 014353	abril	rpart	0	600	2	9	0	
20160920 014404	abril	rpart	0	600	2	10	0	
20160920 014416	abril	rpart	0	600	2	11	0	
20160920 014428	abril	rpart	0	600	2	12	0	
20160920 014442	abril	rpart	0	600	2	13	0	
20160920 014454	abril	rpart	0	600	2	14	0	
20160920 014507	abril	rpart	0	600	2	15	0	
20160920 014520	abril	rpart	0	600	2	16	0	
20160920 014534	abril	rpart	0	600	2	17	0	
20160920 014548	abril	rpart	0	600	2	18	0	
20160920 014606	abril	rpart	0	600	2	19	0	
20160920 014622	abril	rpart	0	600	2	20	0	
20160920 014627	abril	rpart	0	600	3	3	0	
20160920 014632	abril	rpart	0	600	3	4	0	
20160920 014640	abril	rpart	0	600	3	5	0	
20160920 014647	abril	rpart	0	600	3	6	0	
20160920 014655	abril	rpart	0	600	3	7	0	
20160920 014706	abril	rpart	0	600	3	8	0	
20160920 014715	abril	rpart	0	600	3	9	0	
20160920 014726	abril	rpart	0	600	3	10	0	
20160920 014736	abril	rpart	0	600	3	11	0	
20160920 014748	abril	rpart	0	600	3	12	0	
20160920 014800	abril	rpart	0	600	3	13	0	
