fecha	archivo	algoritmo	cp	minsplit	minbucket	maxdepth	ganancias	
20160921 002624	abril	rpart	0	20	2	4	978333.3	
20160921 002630	abril	rpart	0	20	2	5	978333.3	
20160921 002638	abril	rpart	0	20	2	6	1071667	
20160921 002646	abril	rpart	0	20	2	7	1071667	
20160921 002654	abril	rpart	0	20	2	8	1100833	
20160921 002704	abril	rpart	0	20	2	9	1100833	
20160921 002713	abril	rpart	0	20	2	10	1100833	
20160921 002724	abril	rpart	0	20	2	11	1100833	
20160921 002735	abril	rpart	0	20	2	12	1100833	
20160921 002747	abril	rpart	0	20	2	13	1100833	
20160921 002759	abril	rpart	0	20	2	14	1100833	
20160921 002812	abril	rpart	0	20	2	15	1100833	
20160921 002826	abril	rpart	0	20	2	16	1100833	
20160921 002840	abril	rpart	0	20	2	17	1100833	
20160921 002855	abril	rpart	0	20	2	18	1100833	
20160921 002911	abril	rpart	0	20	2	19	1100833	
20160921 002927	abril	rpart	0	20	2	20	1100833	
20160921 002933	abril	rpart	0	20	3	4	978333.3	
20160921 002938	abril	rpart	0	20	3	5	1120000	
20160921 002945	abril	rpart	0	20	3	6	1120000	
20160921 002952	abril	rpart	0	20	3	7	1120000	
20160921 003000	abril	rpart	0	20	3	8	1149167	
20160921 003009	abril	rpart	0	20	3	9	1149167	
20160921 003019	abril	rpart	0	20	3	10	1149167	
20160921 003030	abril	rpart	0	20	3	11	1149167	
20160921 003042	abril	rpart	0	20	3	12	1149167	
20160921 003054	abril	rpart	0	20	3	13	1149167	
20160921 003107	abril	rpart	0	20	3	14	1149167	
20160921 003121	abril	rpart	0	20	3	15	1149167	
20160921 003135	abril	rpart	0	20	3	16	1149167	
20160921 003150	abril	rpart	0	20	3	17	1149167	
20160921 003205	abril	rpart	0	20	3	18	1149167	
20160921 003220	abril	rpart	0	20	3	19	1149167	
20160921 003237	abril	rpart	0	20	3	20	1149167	
20160921 003242	abril	rpart	0	20	4	4	978333.3	
20160921 003248	abril	rpart	0	20	4	5	1145833	
20160921 003254	abril	rpart	0	20	4	6	1145833	
20160921 003302	abril	rpart	0	20	4	7	1175000	
20160921 003310	abril	rpart	0	20	4	8	977500	
20160921 003319	abril	rpart	0	20	4	9	971666.7	
20160921 003329	abril	rpart	0	20	4	10	975000	
20160921 003339	abril	rpart	0	20	4	11	1040000	
20160921 003350	abril	rpart	0	20	4	12	1040000	
20160921 003402	abril	rpart	0	20	4	13	1040000	
20160921 003415	abril	rpart	0	20	4	14	1040000	
20160921 003428	abril	rpart	0	20	4	15	1040000	
20160921 003442	abril	rpart	0	20	4	16	1001667	
20160921 003457	abril	rpart	0	20	4	17	983333.3	
20160921 003512	abril	rpart	0	20	4	18	983333.3	
20160921 003528	abril	rpart	0	20	4	19	983333.3	
20160921 003544	abril	rpart	0	20	4	20	983333.3	
20160921 003550	abril	rpart	0	20	5	4	978333.3	
20160921 003555	abril	rpart	0	20	5	5	1145833	
20160921 003602	abril	rpart	0	20	5	6	1148333	
20160921 003609	abril	rpart	0	20	5	7	1177500	
20160921 003618	abril	rpart	0	20	5	8	980000	
20160921 003627	abril	rpart	0	20	5	9	980000	
20160921 003637	abril	rpart	0	20	5	10	977500	
20160921 003648	abril	rpart	0	20	5	11	1042500	
20160921 003700	abril	rpart	0	20	5	12	1042500	
20160921 003712	abril	rpart	0	20	5	13	1042500	
20160921 003724	abril	rpart	0	20	5	14	1042500	
20160921 003737	abril	rpart	0	20	5	15	1042500	
20160921 003751	abril	rpart	0	20	5	16	1042500	
20160921 003805	abril	rpart	0	20	5	17	1042500	
20160921 003820	abril	rpart	0	20	5	18	1024167	
20160921 003836	abril	rpart	0	20	5	19	1024167	
20160921 003852	abril	rpart	0	20	5	20	1024167	
20160921 003858	abril	rpart	0	50	2	4	830000	
20160921 003903	abril	rpart	0	50	2	5	830000	
20160921 003910	abril	rpart	0	50	2	6	830000	
20160921 003918	abril	rpart	0	50	2	7	830000	
20160921 003926	abril	rpart	0	50	2	8	830000	
20160921 003935	abril	rpart	0	50	2	9	830000	
20160921 003945	abril	rpart	0	50	2	10	830000	
20160921 003955	abril	rpart	0	50	2	11	830000	
20160921 004006	abril	rpart	0	50	2	12	830000	
20160921 004021	abril	rpart	0	50	2	13	830000	
20160921 004033	abril	rpart	0	50	2	14	830000	
20160921 004046	abril	rpart	0	50	2	15	830000	
20160921 004100	abril	rpart	0	50	2	16	830000	
20160921 004114	abril	rpart	0	50	2	17	830000	
20160921 004129	abril	rpart	0	50	2	18	830000	
20160921 004144	abril	rpart	0	50	2	19	830000	
20160921 004200	abril	rpart	0	50	2	20	830000	
20160921 004206	abril	rpart	0	50	3	4	830000	
20160921 004212	abril	rpart	0	50	3	5	830000	
20160921 004219	abril	rpart	0	50	3	6	830000	
20160921 004226	abril	rpart	0	50	3	7	830000	
20160921 004235	abril	rpart	0	50	3	8	830000	
20160921 004244	abril	rpart	0	50	3	9	830000	
20160921 004254	abril	rpart	0	50	3	10	830000	
20160921 004305	abril	rpart	0	50	3	11	830000	
20160921 004317	abril	rpart	0	50	3	12	830000	
20160921 004329	abril	rpart	0	50	3	13	830000	
20160921 004341	abril	rpart	0	50	3	14	830000	
20160921 004355	abril	rpart	0	50	3	15	830000	
20160921 004409	abril	rpart	0	50	3	16	830000	
20160921 004423	abril	rpart	0	50	3	17	830000	
20160921 004438	abril	rpart	0	50	3	18	830000	
20160921 004454	abril	rpart	0	50	3	19	830000	
20160921 004510	abril	rpart	0	50	3	20	830000	
20160921 004515	abril	rpart	0	50	4	4	830000	
20160921 004523	abril	rpart	0	50	4	5	830000	
20160921 004530	abril	rpart	0	50	4	6	830000	
20160921 004537	abril	rpart	0	50	4	7	830000	
20160921 004546	abril	rpart	0	50	4	8	830000	
20160921 004555	abril	rpart	0	50	4	9	830000	
20160921 004605	abril	rpart	0	50	4	10	830000	
20160921 004618	abril	rpart	0	50	4	11	830000	
20160921 004629	abril	rpart	0	50	4	12	830000	
20160921 004640	abril	rpart	0	50	4	13	830000	
20160921 004652	abril	rpart	0	50	4	14	830000	
20160921 004705	abril	rpart	0	50	4	15	830000	
20160921 004719	abril	rpart	0	50	4	16	830000	
20160921 004733	abril	rpart	0	50	4	17	830000	
20160921 004748	abril	rpart	0	50	4	18	830000	
20160921 004806	abril	rpart	0	50	4	19	830000	
20160921 004822	abril	rpart	0	50	4	20	830000	
20160921 004827	abril	rpart	0	50	5	4	830000	
20160921 004833	abril	rpart	0	50	5	5	830000	
20160921 004839	abril	rpart	0	50	5	6	830000	
20160921 004847	abril	rpart	0	50	5	7	830000	
20160921 004855	abril	rpart	0	50	5	8	830000	
20160921 004906	abril	rpart	0	50	5	9	830000	
20160921 004916	abril	rpart	0	50	5	10	830000	
20160921 004926	abril	rpart	0	50	5	11	830000	
20160921 004937	abril	rpart	0	50	5	12	830000	
20160921 004949	abril	rpart	0	50	5	13	830000	
20160921 005001	abril	rpart	0	50	5	14	830000	
20160921 005015	abril	rpart	0	50	5	15	830000	
20160921 005028	abril	rpart	0	50	5	16	830000	
20160921 005042	abril	rpart	0	50	5	17	830000	
20160921 005057	abril	rpart	0	50	5	18	830000	
20160921 005113	abril	rpart	0	50	5	19	830000	
20160921 005128	abril	rpart	0	50	5	20	830000	
20160921 005134	abril	rpart	0	100	2	4	0	
20160921 005139	abril	rpart	0	100	2	5	0	
20160921 005146	abril	rpart	0	100	2	6	0	
20160921 005153	abril	rpart	0	100	2	7	0	
20160921 005201	abril	rpart	0	100	2	8	0	
20160921 005210	abril	rpart	0	100	2	9	0	
20160921 005220	abril	rpart	0	100	2	10	0	
20160921 005230	abril	rpart	0	100	2	11	0	
20160921 005241	abril	rpart	0	100	2	12	0	
20160921 005253	abril	rpart	0	100	2	13	0	
20160921 005305	abril	rpart	0	100	2	14	0	
20160921 005317	abril	rpart	0	100	2	15	0	
20160921 005331	abril	rpart	0	100	2	16	0	
20160921 005345	abril	rpart	0	100	2	17	0	
20160921 005359	abril	rpart	0	100	2	18	0	
20160921 005414	abril	rpart	0	100	2	19	0	
20160921 005429	abril	rpart	0	100	2	20	0	
20160921 005434	abril	rpart	0	100	3	4	0	
20160921 005440	abril	rpart	0	100	3	5	0	
20160921 005447	abril	rpart	0	100	3	6	0	
20160921 005455	abril	rpart	0	100	3	7	0	
20160921 005503	abril	rpart	0	100	3	8	0	
20160921 005512	abril	rpart	0	100	3	9	0	
20160921 005521	abril	rpart	0	100	3	10	0	
20160921 005531	abril	rpart	0	100	3	11	0	
20160921 005542	abril	rpart	0	100	3	12	0	
20160921 005556	abril	rpart	0	100	3	13	0	
20160921 005609	abril	rpart	0	100	3	14	0	
20160921 005622	abril	rpart	0	100	3	15	0	
20160921 005635	abril	rpart	0	100	3	16	0	
20160921 005648	abril	rpart	0	100	3	17	0	
20160921 005703	abril	rpart	0	100	3	18	0	
20160921 005720	abril	rpart	0	100	3	19	0	
20160921 005737	abril	rpart	0	100	3	20	0	
20160921 005742	abril	rpart	0	100	4	4	830000	
20160921 005748	abril	rpart	0	100	4	5	830000	
20160921 005756	abril	rpart	0	100	4	6	830000	
20160921 005806	abril	rpart	0	100	4	7	830000	
20160921 005816	abril	rpart	0	100	4	8	830000	
20160921 005828	abril	rpart	0	100	4	9	830000	
20160921 005837	abril	rpart	0	100	4	10	830000	
20160921 005847	abril	rpart	0	100	4	11	830000	
20160921 005858	abril	rpart	0	100	4	12	830000	
20160921 005912	abril	rpart	0	100	4	13	830000	
20160921 005925	abril	rpart	0	100	4	14	830000	
20160921 005937	abril	rpart	0	100	4	15	830000	
20160921 005951	abril	rpart	0	100	4	16	830000	
20160921 010004	abril	rpart	0	100	4	17	830000	
20160921 010021	abril	rpart	0	100	4	18	830000	
20160921 010036	abril	rpart	0	100	4	19	830000	
20160921 010051	abril	rpart	0	100	4	20	830000	
20160921 010056	abril	rpart	0	100	5	4	830000	
20160921 010102	abril	rpart	0	100	5	5	830000	
20160921 010109	abril	rpart	0	100	5	6	830000	
20160921 010116	abril	rpart	0	100	5	7	830000	
20160921 010124	abril	rpart	0	100	5	8	830000	
20160921 010133	abril	rpart	0	100	5	9	830000	
20160921 010142	abril	rpart	0	100	5	10	830000	
20160921 010153	abril	rpart	0	100	5	11	830000	
20160921 010204	abril	rpart	0	100	5	12	830000	
20160921 010216	abril	rpart	0	100	5	13	830000	
20160921 010228	abril	rpart	0	100	5	14	830000	
20160921 010241	abril	rpart	0	100	5	15	830000	
20160921 010257	abril	rpart	0	100	5	16	830000	
20160921 010312	abril	rpart	0	100	5	17	830000	
20160921 010326	abril	rpart	0	100	5	18	830000	
20160921 010342	abril	rpart	0	100	5	19	830000	
20160921 010358	abril	rpart	0	100	5	20	830000	
20160921 010403	abril	rpart	0	200	2	4	0	
20160921 010409	abril	rpart	0	200	2	5	0	
20160921 010415	abril	rpart	0	200	2	6	0	
20160921 010423	abril	rpart	0	200	2	7	0	
20160921 010432	abril	rpart	0	200	2	8	0	
20160921 010442	abril	rpart	0	200	2	9	0	
20160921 010452	abril	rpart	0	200	2	10	0	
20160921 010502	abril	rpart	0	200	2	11	0	
20160921 010513	abril	rpart	0	200	2	12	0	
20160921 010524	abril	rpart	0	200	2	13	0	
20160921 010536	abril	rpart	0	200	2	14	0	
20160921 010548	abril	rpart	0	200	2	15	0	
20160921 010601	abril	rpart	0	200	2	16	0	
20160921 010614	abril	rpart	0	200	2	17	0	
20160921 010628	abril	rpart	0	200	2	18	0	
20160921 010642	abril	rpart	0	200	2	19	0	
20160921 010657	abril	rpart	0	200	2	20	0	
20160921 010704	abril	rpart	0	200	3	4	0	
20160921 010710	abril	rpart	0	200	3	5	0	
20160921 010717	abril	rpart	0	200	3	6	0	
20160921 010725	abril	rpart	0	200	3	7	0	
20160921 010735	abril	rpart	0	200	3	8	0	
20160921 010744	abril	rpart	0	200	3	9	0	
20160921 010753	abril	rpart	0	200	3	10	0	
20160921 010804	abril	rpart	0	200	3	11	0	
20160921 010814	abril	rpart	0	200	3	12	0	
20160921 010826	abril	rpart	0	200	3	13	0	
20160921 010838	abril	rpart	0	200	3	14	0	
20160921 010851	abril	rpart	0	200	3	15	0	
20160921 010904	abril	rpart	0	200	3	16	0	
20160921 010918	abril	rpart	0	200	3	17	0	
20160921 010934	abril	rpart	0	200	3	18	0	
20160921 010951	abril	rpart	0	200	3	19	0	
20160921 011006	abril	rpart	0	200	3	20	0	
20160921 011011	abril	rpart	0	200	4	4	0	
20160921 011018	abril	rpart	0	200	4	5	0	
20160921 011026	abril	rpart	0	200	4	6	0	
20160921 011033	abril	rpart	0	200	4	7	0	
20160921 011041	abril	rpart	0	200	4	8	0	
20160921 011050	abril	rpart	0	200	4	9	0	
20160921 011059	abril	rpart	0	200	4	10	0	
20160921 011110	abril	rpart	0	200	4	11	0	
20160921 011120	abril	rpart	0	200	4	12	0	
20160921 011132	abril	rpart	0	200	4	13	0	
20160921 011144	abril	rpart	0	200	4	14	0	
20160921 011156	abril	rpart	0	200	4	15	0	
20160921 011212	abril	rpart	0	200	4	16	0	
20160921 011225	abril	rpart	0	200	4	17	0	
20160921 011239	abril	rpart	0	200	4	18	0	
20160921 011254	abril	rpart	0	200	4	19	0	
20160921 011309	abril	rpart	0	200	4	20	0	
20160921 011314	abril	rpart	0	200	5	4	0	
20160921 011320	abril	rpart	0	200	5	5	0	
20160921 011327	abril	rpart	0	200	5	6	0	
20160921 011335	abril	rpart	0	200	5	7	0	
20160921 011344	abril	rpart	0	200	5	8	0	
20160921 011354	abril	rpart	0	200	5	9	0	
20160921 011405	abril	rpart	0	200	5	10	0	
20160921 011416	abril	rpart	0	200	5	11	0	
20160921 011428	abril	rpart	0	200	5	12	0	
20160921 011440	abril	rpart	0	200	5	13	0	
20160921 011453	abril	rpart	0	200	5	14	0	
20160921 011505	abril	rpart	0	200	5	15	0	
20160921 011519	abril	rpart	0	200	5	16	0	
20160921 011532	abril	rpart	0	200	5	17	0	
20160921 011547	abril	rpart	0	200	5	18	0	
20160921 011602	abril	rpart	0	200	5	19	0	
20160921 011617	abril	rpart	0	200	5	20	0	
20160921 011622	abril	rpart	0	300	2	4	0	
20160921 011628	abril	rpart	0	300	2	5	0	
20160921 011637	abril	rpart	0	300	2	6	0	
20160921 011645	abril	rpart	0	300	2	7	0	
20160921 011657	abril	rpart	0	300	2	8	0	
20160921 011706	abril	rpart	0	300	2	9	0	
20160921 011715	abril	rpart	0	300	2	10	0	
20160921 011725	abril	rpart	0	300	2	11	0	
20160921 011738	abril	rpart	0	300	2	12	0	
20160921 011752	abril	rpart	0	300	2	13	0	
20160921 011804	abril	rpart	0	300	2	14	0	
20160921 011819	abril	rpart	0	300	2	15	0	
20160921 011832	abril	rpart	0	300	2	16	0	
20160921 011845	abril	rpart	0	300	2	17	0	
20160921 011901	abril	rpart	0	300	2	18	0	
20160921 011917	abril	rpart	0	300	2	19	0	
20160921 011932	abril	rpart	0	300	2	20	0	
20160921 011937	abril	rpart	0	300	3	4	0	
20160921 011943	abril	rpart	0	300	3	5	0	
20160921 011952	abril	rpart	0	300	3	6	0	
20160921 012000	abril	rpart	0	300	3	7	0	
20160921 012008	abril	rpart	0	300	3	8	0	
20160921 012017	abril	rpart	0	300	3	9	0	
20160921 012026	abril	rpart	0	300	3	10	0	
20160921 012036	abril	rpart	0	300	3	11	0	
20160921 012047	abril	rpart	0	300	3	12	0	
20160921 012058	abril	rpart	0	300	3	13	0	
20160921 012109	abril	rpart	0	300	3	14	0	
20160921 012121	abril	rpart	0	300	3	15	0	
20160921 012134	abril	rpart	0	300	3	16	0	
20160921 012147	abril	rpart	0	300	3	17	0	
20160921 012200	abril	rpart	0	300	3	18	0	
20160921 012214	abril	rpart	0	300	3	19	0	
20160921 012229	abril	rpart	0	300	3	20	0	
20160921 012234	abril	rpart	0	300	4	4	0	
20160921 012239	abril	rpart	0	300	4	5	0	
20160921 012246	abril	rpart	0	300	4	6	0	
20160921 012253	abril	rpart	0	300	4	7	0	
20160921 012301	abril	rpart	0	300	4	8	0	
20160921 012310	abril	rpart	0	300	4	9	0	
20160921 012322	abril	rpart	0	300	4	10	0	
20160921 012332	abril	rpart	0	300	4	11	0	
20160921 012343	abril	rpart	0	300	4	12	0	
20160921 012354	abril	rpart	0	300	4	13	0	
20160921 012406	abril	rpart	0	300	4	14	0	
20160921 012418	abril	rpart	0	300	4	15	0	
20160921 012431	abril	rpart	0	300	4	16	0	
20160921 012444	abril	rpart	0	300	4	17	0	
20160921 012458	abril	rpart	0	300	4	18	0	
20160921 012515	abril	rpart	0	300	4	19	0	
20160921 012530	abril	rpart	0	300	4	20	0	
20160921 012536	abril	rpart	0	300	5	4	0	
20160921 012542	abril	rpart	0	300	5	5	0	
20160921 012550	abril	rpart	0	300	5	6	0	
20160921 012558	abril	rpart	0	300	5	7	0	
20160921 012607	abril	rpart	0	300	5	8	0	
20160921 012616	abril	rpart	0	300	5	9	0	
20160921 012625	abril	rpart	0	300	5	10	0	
20160921 012635	abril	rpart	0	300	5	11	0	
20160921 012646	abril	rpart	0	300	5	12	0	
20160921 012657	abril	rpart	0	300	5	13	0	
20160921 012709	abril	rpart	0	300	5	14	0	
20160921 012722	abril	rpart	0	300	5	15	0	
20160921 012735	abril	rpart	0	300	5	16	0	
20160921 012748	abril	rpart	0	300	5	17	0	
20160921 012804	abril	rpart	0	300	5	18	0	
20160921 012820	abril	rpart	0	300	5	19	0	
20160921 012835	abril	rpart	0	300	5	20	0	
20160921 012841	abril	rpart	0	400	2	4	0	
20160921 012848	abril	rpart	0	400	2	5	0	
20160921 012854	abril	rpart	0	400	2	6	0	
20160921 012902	abril	rpart	0	400	2	7	0	
20160921 012910	abril	rpart	0	400	2	8	0	
20160921 012918	abril	rpart	0	400	2	9	0	
20160921 012928	abril	rpart	0	400	2	10	0	
20160921 012937	abril	rpart	0	400	2	11	0	
20160921 012948	abril	rpart	0	400	2	12	0	
20160921 012959	abril	rpart	0	400	2	13	0	
20160921 013011	abril	rpart	0	400	2	14	0	
20160921 013022	abril	rpart	0	400	2	15	0	
20160921 013035	abril	rpart	0	400	2	16	0	
20160921 013048	abril	rpart	0	400	2	17	0	
20160921 013105	abril	rpart	0	400	2	18	0	
20160921 013119	abril	rpart	0	400	2	19	0	
20160921 013133	abril	rpart	0	400	2	20	0	
20160921 013139	abril	rpart	0	400	3	4	0	
20160921 013144	abril	rpart	0	400	3	5	0	
20160921 013151	abril	rpart	0	400	3	6	0	
20160921 013158	abril	rpart	0	400	3	7	0	
20160921 013206	abril	rpart	0	400	3	8	0	
20160921 013215	abril	rpart	0	400	3	9	0	
20160921 013225	abril	rpart	0	400	3	10	0	
20160921 013234	abril	rpart	0	400	3	11	0	
20160921 013245	abril	rpart	0	400	3	12	0	
20160921 013258	abril	rpart	0	400	3	13	0	
20160921 013310	abril	rpart	0	400	3	14	0	
20160921 013323	abril	rpart	0	400	3	15	0	
20160921 013335	abril	rpart	0	400	3	16	0	
20160921 013349	abril	rpart	0	400	3	17	0	
20160921 013403	abril	rpart	0	400	3	18	0	
20160921 013419	abril	rpart	0	400	3	19	0	
20160921 013434	abril	rpart	0	400	3	20	0	
20160921 013439	abril	rpart	0	400	4	4	0	
20160921 013446	abril	rpart	0	400	4	5	0	
20160921 013453	abril	rpart	0	400	4	6	0	
20160921 013501	abril	rpart	0	400	4	7	0	
20160921 013509	abril	rpart	0	400	4	8	0	
20160921 013517	abril	rpart	0	400	4	9	0	
20160921 013530	abril	rpart	0	400	4	10	0	
20160921 013540	abril	rpart	0	400	4	11	0	
20160921 013551	abril	rpart	0	400	4	12	0	
20160921 013602	abril	rpart	0	400	4	13	0	
20160921 013614	abril	rpart	0	400	4	14	0	
20160921 013626	abril	rpart	0	400	4	15	0	
20160921 013639	abril	rpart	0	400	4	16	0	
20160921 013654	abril	rpart	0	400	4	17	0	
20160921 013709	abril	rpart	0	400	4	18	0	
20160921 013724	abril	rpart	0	400	4	19	0	
20160921 013739	abril	rpart	0	400	4	20	0	
20160921 013744	abril	rpart	0	400	5	4	0	
20160921 013750	abril	rpart	0	400	5	5	0	
20160921 013756	abril	rpart	0	400	5	6	0	
20160921 013804	abril	rpart	0	400	5	7	0	
20160921 013812	abril	rpart	0	400	5	8	0	
20160921 013821	abril	rpart	0	400	5	9	0	
20160921 013830	abril	rpart	0	400	5	10	0	
20160921 013840	abril	rpart	0	400	5	11	0	
20160921 013851	abril	rpart	0	400	5	12	0	
20160921 013902	abril	rpart	0	400	5	13	0	
20160921 013914	abril	rpart	0	400	5	14	0	
20160921 013926	abril	rpart	0	400	5	15	0	
20160921 013939	abril	rpart	0	400	5	16	0	
20160921 013952	abril	rpart	0	400	5	17	0	
20160921 014005	abril	rpart	0	400	5	18	0	
20160921 014019	abril	rpart	0	400	5	19	0	
20160921 014034	abril	rpart	0	400	5	20	0	
20160921 014039	abril	rpart	1e-04	20	2	4	978333.3	
20160921 014045	abril	rpart	1e-04	20	2	5	978333.3	
20160921 014053	abril	rpart	1e-04	20	2	6	1071667	
20160921 014101	abril	rpart	1e-04	20	2	7	1071667	
20160921 014110	abril	rpart	1e-04	20	2	8	1100833	
20160921 014119	abril	rpart	1e-04	20	2	9	1100833	
20160921 014129	abril	rpart	1e-04	20	2	10	1100833	
20160921 014139	abril	rpart	1e-04	20	2	11	1100833	
20160921 014151	abril	rpart	1e-04	20	2	12	1100833	
20160921 014202	abril	rpart	1e-04	20	2	13	1100833	
20160921 014217	abril	rpart	1e-04	20	2	14	1100833	
20160921 014232	abril	rpart	1e-04	20	2	15	1100833	
20160921 014246	abril	rpart	1e-04	20	2	16	1100833	
20160921 014303	abril	rpart	1e-04	20	2	17	1100833	
20160921 014318	abril	rpart	1e-04	20	2	18	1100833	
20160921 014334	abril	rpart	1e-04	20	2	19	1100833	
20160921 014350	abril	rpart	1e-04	20	2	20	1100833	
20160921 014356	abril	rpart	1e-04	20	3	4	978333.3	
20160921 014402	abril	rpart	1e-04	20	3	5	1120000	
20160921 014410	abril	rpart	1e-04	20	3	6	1120000	
20160921 014418	abril	rpart	1e-04	20	3	7	1120000	
20160921 014426	abril	rpart	1e-04	20	3	8	1149167	
20160921 014435	abril	rpart	1e-04	20	3	9	1149167	
20160921 014445	abril	rpart	1e-04	20	3	10	1149167	
20160921 014455	abril	rpart	1e-04	20	3	11	1149167	
20160921 014506	abril	rpart	1e-04	20	3	12	1149167	
20160921 014519	abril	rpart	1e-04	20	3	13	1149167	
20160921 014531	abril	rpart	1e-04	20	3	14	1149167	
20160921 014546	abril	rpart	1e-04	20	3	15	1149167	
20160921 014601	abril	rpart	1e-04	20	3	16	1149167	
20160921 014615	abril	rpart	1e-04	20	3	17	1149167	
20160921 014630	abril	rpart	1e-04	20	3	18	1149167	
20160921 014646	abril	rpart	1e-04	20	3	19	1149167	
20160921 014703	abril	rpart	1e-04	20	3	20	1149167	
20160921 014708	abril	rpart	1e-04	20	4	4	978333.3	
20160921 014716	abril	rpart	1e-04	20	4	5	1145833	
20160921 014722	abril	rpart	1e-04	20	4	6	1145833	
20160921 014730	abril	rpart	1e-04	20	4	7	1175000	
20160921 014738	abril	rpart	1e-04	20	4	8	977500	
20160921 014747	abril	rpart	1e-04	20	4	9	971666.7	
20160921 014756	abril	rpart	1e-04	20	4	10	975000	
20160921 014807	abril	rpart	1e-04	20	4	11	1040000	
20160921 014820	abril	rpart	1e-04	20	4	12	1040000	
20160921 014832	abril	rpart	1e-04	20	4	13	1040000	
20160921 014845	abril	rpart	1e-04	20	4	14	1040000	
20160921 014858	abril	rpart	1e-04	20	4	15	1040000	
20160921 014911	abril	rpart	1e-04	20	4	16	1001667	
20160921 014926	abril	rpart	1e-04	20	4	17	983333.3	
20160921 014940	abril	rpart	1e-04	20	4	18	983333.3	
20160921 014956	abril	rpart	1e-04	20	4	19	983333.3	
20160921 015012	abril	rpart	1e-04	20	4	20	983333.3	
20160921 015018	abril	rpart	1e-04	20	5	4	978333.3	
20160921 015024	abril	rpart	1e-04	20	5	5	1145833	
20160921 015030	abril	rpart	1e-04	20	5	6	1148333	
20160921 015039	abril	rpart	1e-04	20	5	7	1177500	
20160921 015048	abril	rpart	1e-04	20	5	8	980000	
20160921 015057	abril	rpart	1e-04	20	5	9	980000	
20160921 015106	abril	rpart	1e-04	20	5	10	977500	
20160921 015116	abril	rpart	1e-04	20	5	11	1042500	
20160921 015127	abril	rpart	1e-04	20	5	12	1042500	
20160921 015139	abril	rpart	1e-04	20	5	13	1042500	
20160921 015152	abril	rpart	1e-04	20	5	14	1042500	
20160921 015205	abril	rpart	1e-04	20	5	15	1042500	
20160921 015218	abril	rpart	1e-04	20	5	16	1042500	
20160921 015233	abril	rpart	1e-04	20	5	17	1042500	
20160921 015250	abril	rpart	1e-04	20	5	18	1024167	
20160921 015306	abril	rpart	1e-04	20	5	19	1024167	
20160921 015323	abril	rpart	1e-04	20	5	20	1024167	
20160921 015328	abril	rpart	1e-04	50	2	4	830000	
20160921 015336	abril	rpart	1e-04	50	2	5	830000	
20160921 015343	abril	rpart	1e-04	50	2	6	830000	
20160921 015350	abril	rpart	1e-04	50	2	7	830000	
20160921 015359	abril	rpart	1e-04	50	2	8	830000	
20160921 015408	abril	rpart	1e-04	50	2	9	830000	
20160921 015417	abril	rpart	1e-04	50	2	10	830000	
20160921 015427	abril	rpart	1e-04	50	2	11	830000	
20160921 015438	abril	rpart	1e-04	50	2	12	830000	
20160921 015450	abril	rpart	1e-04	50	2	13	830000	
20160921 015502	abril	rpart	1e-04	50	2	14	830000	
20160921 015515	abril	rpart	1e-04	50	2	15	830000	
20160921 015528	abril	rpart	1e-04	50	2	16	830000	
20160921 015542	abril	rpart	1e-04	50	2	17	830000	
20160921 015556	abril	rpart	1e-04	50	2	18	830000	
20160921 015613	abril	rpart	1e-04	50	2	19	830000	
20160921 015629	abril	rpart	1e-04	50	2	20	830000	
20160921 015634	abril	rpart	1e-04	50	3	4	830000	
20160921 015640	abril	rpart	1e-04	50	3	5	830000	
20160921 015647	abril	rpart	1e-04	50	3	6	830000	
20160921 015654	abril	rpart	1e-04	50	3	7	830000	
20160921 015705	abril	rpart	1e-04	50	3	8	830000	
20160921 015714	abril	rpart	1e-04	50	3	9	830000	
20160921 015726	abril	rpart	1e-04	50	3	10	830000	
20160921 015736	abril	rpart	1e-04	50	3	11	830000	
20160921 015750	abril	rpart	1e-04	50	3	12	830000	
20160921 015802	abril	rpart	1e-04	50	3	13	830000	
20160921 015814	abril	rpart	1e-04	50	3	14	830000	
20160921 015827	abril	rpart	1e-04	50	3	15	830000	
20160921 015840	abril	rpart	1e-04	50	3	16	830000	
20160921 015854	abril	rpart	1e-04	50	3	17	830000	
20160921 015909	abril	rpart	1e-04	50	3	18	830000	
20160921 015924	abril	rpart	1e-04	50	3	19	830000	
20160921 015943	abril	rpart	1e-04	50	3	20	830000	
20160921 015948	abril	rpart	1e-04	50	4	4	830000	
20160921 015953	abril	rpart	1e-04	50	4	5	830000	
20160921 020000	abril	rpart	1e-04	50	4	6	830000	
20160921 020008	abril	rpart	1e-04	50	4	7	830000	
20160921 020016	abril	rpart	1e-04	50	4	8	830000	
20160921 020025	abril	rpart	1e-04	50	4	9	830000	
20160921 020034	abril	rpart	1e-04	50	4	10	830000	
20160921 020045	abril	rpart	1e-04	50	4	11	830000	
20160921 020056	abril	rpart	1e-04	50	4	12	830000	
20160921 020108	abril	rpart	1e-04	50	4	13	830000	
20160921 020120	abril	rpart	1e-04	50	4	14	830000	
20160921 020133	abril	rpart	1e-04	50	4	15	830000	
20160921 020146	abril	rpart	1e-04	50	4	16	830000	
20160921 020201	abril	rpart	1e-04	50	4	17	830000	
20160921 020216	abril	rpart	1e-04	50	4	18	830000	
20160921 020231	abril	rpart	1e-04	50	4	19	830000	
